user_id,zip_code
200,85001
200,85002
200,85003
200,85004
200,85005
200,85006
200,85007
200,85008
200,85009
200,85010
200,85011
200,85012
200,85013
200,85014
200,85015
200,85016
200,85017
200,85018
200,85019
200,85020
200,85021
200,85022
200,85023
200,85024
200,85025
200,85026
200,85027
200,85028
200,85029
200,85030
200,85031
200,85032
200,85033
200,85034
200,85035
200,85036
200,85037
200,85038
200,85039
200,85040
200,85041
200,85042
200,85043
200,85044
200,85045
200,85046
200,85048
200,85050
200,85051
200,85053
200,85054
200,85055
200,85060
200,85061
200,85062
200,85063
200,85064
200,85065
200,85066
200,85067
200,85068
200,85069
200,85070
200,85071
200,85072
200,85073
200,85074
200,85075
200,85076
200,85077
200,85078
200,85079
200,85080
200,85082
200,85083
200,85085
200,85086
200,85096
200,85097
200,85098
200,85099
201,72658
201,72659
202,93650
202,93701
202,93702
202,93703
202,93704
202,93705
202,93706
202,93707
202,93708
202,93709
202,93710
202,93711
202,93712
202,93714
202,93715
202,93716
202,93717
202,93718
202,93720
202,93721
202,93722
202,93723
202,93724
202,93725
202,93726
202,93727
202,93728
202,93729
202,93730
202,93737
202,93740
202,93741
202,93744
202,93745
202,93747
202,93750
202,93755
202,93760
202,93761
202,93764
202,93765
202,93771
202,93772
202,93773
202,93774
202,93775
202,93776
202,93777
202,93778
202,93779
202,93780
202,93784
202,93786
202,93790
202,93791
202,93792
202,93793
202,93794
202,93844
202,93888
203,64101
203,64102
203,64105
203,64106
203,64108
203,64109
203,64110
203,64111
203,64112
203,64113
203,64114
203,64116
203,64117
203,64118
203,64119
203,64120
203,64121
203,64123
203,64124
203,64125
203,64126
203,64127
203,64128
203,64129
203,64130
203,64131
203,64132
203,64133
203,64134
203,64136
203,64137
203,64138
203,64139
203,64141
203,64144
203,64145
203,64146
203,64147
203,64148
203,64149
203,64151
203,64152
203,64153
203,64154
203,64155
203,64156
203,64157
203,64158
203,64161
203,64162
203,64163
203,64164
203,64165
203,64166
203,64167
203,64168
203,64170
203,64171
203,64172
203,64179
203,64180
203,64183
203,64184
203,64185
203,64187
203,64188
203,64190
203,64191
203,64192
203,64193
203,64194
203,64195
203,64196
203,64197
203,64198
203,64199
203,64944
203,64999
204,67001
205,80433
206,99501
206,99502
206,99503
206,99504
206,99507
206,99508
206,99509
206,99510
206,99511
206,99513
206,99514
206,99515
206,99516
206,99517
206,99518
206,99519
206,99520
206,99521
206,99522
206,99523
206,99524
206,99529
206,99530
206,99599
206,99695
207,51562
208,64101
208,64102
208,64105
208,64106
208,64108
208,64109
208,64110
208,64111
208,64112
208,64113
208,64114
208,64116
208,64117
208,64118
208,64119
208,64120
208,64121
208,64123
208,64124
208,64125
208,64126
208,64127
208,64128
208,64129
208,64130
208,64131
208,64132
208,64133
208,64134
208,64136
208,64137
208,64138
208,64139
208,64141
208,64144
208,64145
208,64146
208,64147
208,64148
208,64149
208,64151
208,64152
208,64153
208,64154
208,64155
208,64156
208,64157
208,64158
208,64161
208,64162
208,64163
208,64164
208,64165
208,64166
208,64167
208,64168
208,64170
208,64171
208,64172
208,64179
208,64180
208,64183
208,64184
208,64185
208,64187
208,64188
208,64190
208,64191
208,64192
208,64193
208,64194
208,64195
208,64196
208,64197
208,64198
208,64199
208,64944
208,64999
209,47114
210,50544
211,77001
211,77002
211,77003
211,77004
211,77005
211,77006
211,77007
211,77008
211,77009
211,77010
211,77011
211,77012
211,77013
211,77014
211,77015
211,77016
211,77017
211,77018
211,77019
211,77020
211,77021
211,77022
211,77023
211,77024
211,77025
211,77026
211,77027
211,77028
211,77029
211,77030
211,77031
211,77032
211,77033
211,77034
211,77035
211,77036
211,77037
211,77038
211,77039
211,77040
211,77041
211,77042
211,77043
211,77044
211,77045
211,77046
211,77047
211,77048
211,77049
211,77050
211,77051
211,77052
211,77053
211,77054
211,77055
211,77056
211,77057
211,77058
211,77059
211,77060
211,77061
211,77062
211,77063
211,77064
211,77065
211,77066
211,77067
211,77068
211,77069
211,77070
211,77071
211,77072
211,77073
211,77074
211,77075
211,77076
211,77077
211,77078
211,77079
211,77080
211,77081
211,77082
211,77083
211,77084
211,77085
211,77086
211,77087
211,77088
211,77089
211,77090
211,77091
211,77092
211,77093
211,77094
211,77095
211,77096
211,77097
211,77098
211,77099
211,77201
211,77202
211,77203
211,77204
211,77205
211,77206
211,77207
211,77208
211,77209
211,77210
211,77212
211,77213
211,77215
211,77216
211,77217
211,77218
211,77219
211,77220
211,77221
211,77222
211,77223
211,77224
211,77225
211,77226
211,77227
211,77228
211,77229
211,77230
211,77231
211,77233
211,77234
211,77235
211,77236
211,77237
211,77238
211,77240
211,77241
211,77242
211,77243
211,77244
211,77245
211,77246
211,77247
211,77248
211,77249
211,77250
211,77251
211,77252
211,77253
211,77254
211,77255
211,77256
211,77257
211,77258
211,77259
211,77260
211,77261
211,77262
211,77263
211,77265
211,77266
211,77267
211,77268
211,77269
211,77270
211,77271
211,77272
211,77273
211,77274
211,77275
211,77276
211,77277
211,77278
211,77279
211,77280
211,77282
211,77284
211,77285
211,77286
211,77287
211,77288
211,77289
211,77290
211,77291
211,77292
211,77293
211,77294
211,77296
211,77297
211,77298
211,77299
212,96578
212,96595
212,96598
212,96599
212,96601
212,96602
212,96603
212,96604
212,96605
212,96606
212,96607
212,96608
212,96609
212,96610
212,96611
212,96612
212,96613
212,96614
212,96615
212,96616
212,96617
212,96619
212,96620
212,96621
212,96269
212,96306
212,96309
212,96310
212,96313
212,96321
212,96322
212,96339
212,96346
212,96347
212,96348
212,96349
212,96350
212,96351
212,96362
212,96370
212,96372
212,96373
212,96374
212,96375
212,96377
212,96379
212,96380
212,96382
212,96385
212,96387
212,96388
212,96389
212,96426
212,96427
212,96444
212,96501
212,96502
212,96503
212,96510
212,96511
212,96516
212,96517
212,96518
212,96522
212,96531
212,96534
212,96536
212,96537
212,96538
212,96540
212,96544
212,96622
212,96624
212,96628
212,96629
212,96631
212,96632
212,96634
212,96643
212,96649
212,96650
212,96657
212,96660
212,96661
212,96662
212,96663
212,96664
212,96665
212,96666
212,96667
212,96668
212,96669
212,96670
212,96671
212,96672
212,96673
212,96674
212,96675
212,96677
212,96678
212,96679
212,96681
212,96682
212,96683
212,96686
212,96687
212,96691
212,96692
212,96693
212,96694
212,96695
212,96696
212,96698
212,97003
213,44301
213,44302
213,44303
213,44304
213,44305
213,44306
213,44307
213,44308
213,44309
213,44310
213,44311
213,44312
213,44313
213,44314
213,44315
213,44316
213,44317
213,44319
213,44320
213,44321
213,44322
213,44325
213,44326
213,44328
213,44333
213,44372
213,44393
213,44396
213,44398
213,44399
214,96578
214,96595
214,96598
214,96599
214,96601
214,96602
214,96603
214,96604
214,96605
214,96606
214,96607
214,96608
214,96609
214,96610
214,96611
214,96612
214,96613
214,96614
214,96615
214,96616
214,96617
214,96619
214,96620
214,96621
214,96269
214,96306
214,96309
214,96310
214,96313
214,96321
214,96322
214,96339
214,96346
214,96347
214,96348
214,96349
214,96350
214,96351
214,96362
214,96370
214,96372
214,96373
214,96374
214,96375
214,96377
214,96379
214,96380
214,96382
214,96385
214,96387
214,96388
214,96389
214,96426
214,96427
214,96444
214,96501
214,96502
214,96503
214,96510
214,96511
214,96516
214,96517
214,96518
214,96522
214,96531
214,96534
214,96536
214,96537
214,96538
214,96540
214,96544
214,96622
214,96624
214,96628
214,96629
214,96631
214,96632
214,96634
214,96643
214,96649
214,96650
214,96657
214,96660
214,96661
214,96662
214,96663
214,96664
214,96665
214,96666
214,96667
214,96668
214,96669
214,96670
214,96671
214,96672
214,96673
214,96674
214,96675
214,96677
214,96678
214,96679
214,96681
214,96682
214,96683
214,96686
214,96687
214,96691
214,96692
214,96693
214,96694
214,96695
214,96696
214,96698
214,97003
215,43601
215,43603
215,43604
215,43605
215,43606
215,43607
215,43608
215,43609
215,43610
215,43611
215,43612
215,43613
215,43614
215,43615
215,43617
215,43620
215,43623
215,43635
215,43652
215,43654
215,43656
215,43657
215,43659
215,43660
215,43661
215,43666
215,43667
215,43681
215,43682
215,43697
215,43699
216,37401
216,37402
216,37403
216,37404
216,37405
216,37406
216,37407
216,37408
216,37409
216,37410
216,37411
216,37412
216,37414
216,37415
216,37416
216,37419
216,37421
216,37422
216,37424
216,37450
217,37014
218,54175
219,35622
220,44652
221,6601
221,6602
221,6604
221,6605
221,6606
221,6607
221,6608
221,6610
221,6650
221,6673
221,6699
222,62054
223,73666
224,62673
225,8015
226,94101
226,94102
226,94103
226,94104
226,94105
226,94106
226,94107
226,94108
226,94109
226,94110
226,94111
226,94112
226,94114
226,94115
226,94116
226,94117
226,94118
226,94119
226,94120
226,94121
226,94122
226,94123
226,94124
226,94125
226,94126
226,94127
226,94128
226,94129
226,94130
226,94131
226,94132
226,94133
226,94134
226,94135
226,94136
226,94137
226,94138
226,94139
226,94140
226,94141
226,94142
226,94143
226,94144
226,94145
226,94146
226,94147
226,94150
226,94151
226,94152
226,94153
226,94154
226,94155
226,94156
226,94158
226,94159
226,94160
226,94161
226,94162
226,94163
226,94164
226,94171
226,94172
226,94175
226,94177
226,94188
226,94199
227,29405
227,29415
227,29418
227,29419
227,29420
228,79701
228,79702
228,79703
228,79704
228,79705
228,79706
228,79707
228,79708
228,79710
228,79711
228,79712
229,37378
230,73047
231,68066
232,12108
233,48730
234,25654
235,32780
235,32781
235,32782
235,32783
235,32796
236,7501
236,7502
236,7503
236,7504
236,7505
236,7509
236,7510
236,7513
236,7514
236,7522
236,7524
236,7533
236,7543
236,7544
237,74101
237,74102
237,74103
237,74104
237,74105
237,74106
237,74107
237,74108
237,74110
237,74112
237,74114
237,74115
237,74116
237,74117
237,74119
237,74120
237,74121
237,74126
237,74127
237,74128
237,74129
237,74130
237,74131
237,74132
237,74133
237,74134
237,74135
237,74136
237,74137
237,74141
237,74145
237,74146
237,74147
237,74148
237,74149
237,74150
237,74152
237,74153
237,74155
237,74156
237,74157
237,74158
237,74159
237,74169
237,74170
237,74171
237,74172
237,74182
237,74183
237,74184
237,74186
237,74187
237,74189
237,74192
237,74193
237,74194
238,30080
238,30081
238,30082
239,98004
239,98005
239,98006
239,98007
239,98008
239,98009
239,98015
240,25437
241,17516
242,46801
242,46802
242,46803
242,46804
242,46805
242,46806
242,46807
242,46808
242,46809
242,46814
242,46815
242,46816
242,46818
242,46819
242,46825
242,46835
242,46845
242,46850
242,46851
242,46852
242,46853
242,46854
242,46855
242,46856
242,46857
242,46858
242,46859
242,46860
242,46861
242,46862
242,46863
242,46864
242,46865
242,46866
242,46867
242,46868
242,46869
242,46885
242,46895
242,46896
242,46897
242,46898
242,46899
243,62626
244,79916
244,79918
245,54437
246,38744
247,77979
248,40347
249,80901
249,80902
249,80903
249,80904
249,80905
249,80906
249,80907
249,80908
249,80909
249,80910
249,80911
249,80912
249,80913
249,80914
249,80915
249,80916
249,80917
249,80918
249,80919
249,80920
249,80921
249,80922
249,80923
249,80924
249,80925
249,80926
249,80927
249,80928
249,80929
249,80930
249,80931
249,80932
249,80933
249,80934
249,80935
249,80936
249,80937
249,80938
249,80939
249,80940
249,80941
249,80942
249,80943
249,80944
249,80945
249,80946
249,80947
249,80949
249,80950
249,80951
249,80960
249,80962
249,80970
249,80977
249,80995
249,80997
250,39301
250,39302
250,39303
250,39304
250,39305
250,39307
250,39309
251,75573
252,91006
252,91007
252,91066
252,91077
253,77870
254,46544
254,46545
254,46546
255,68002
256,32801
256,32802
256,32803
256,32804
256,32805
256,32806
256,32807
256,32808
256,32809
256,32810
256,32811
256,32812
256,32814
256,32815
256,32816
256,32817
256,32818
256,32819
256,32820
256,32821
256,32822
256,32824
256,32825
256,32826
256,32827
256,32828
256,32829
256,32830
256,32831
256,32832
256,32833
256,32834
256,32835
256,32836
256,32837
256,32839
256,32853
256,32854
256,32855
256,32856
256,32857
256,32858
256,32859
256,32860
256,32861
256,32862
256,32867
256,32868
256,32869
256,32872
256,32877
256,32878
256,32885
256,32886
256,32887
256,32890
256,32891
256,32893
256,32896
256,32897
256,32898
256,32899
257,62098
258,66528
259,85268
259,85269
260,60290
260,60601
260,60602
260,60603
260,60604
260,60605
260,60606
260,60607
260,60608
260,60609
260,60610
260,60611
260,60612
260,60613
260,60614
260,60615
260,60616
260,60617
260,60618
260,60619
260,60620
260,60621
260,60622
260,60623
260,60624
260,60625
260,60626
260,60628
260,60629
260,60630
260,60631
260,60632
260,60633
260,60634
260,60636
260,60637
260,60638
260,60639
260,60640
260,60641
260,60642
260,60643
260,60644
260,60645
260,60646
260,60647
260,60649
260,60651
260,60652
260,60653
260,60654
260,60655
260,60656
260,60657
260,60659
260,60660
260,60661
260,60663
260,60664
260,60666
260,60668
260,60669
260,60670
260,60673
260,60674
260,60675
260,60677
260,60678
260,60679
260,60680
260,60681
260,60682
260,60684
260,60685
260,60686
260,60687
260,60688
260,60689
260,60690
260,60691
260,60693
260,60694
260,60695
260,60696
260,60697
260,60699
260,60701
261,37501
261,37544
261,38101
261,38103
261,38104
261,38105
261,38106
261,38107
261,38108
261,38109
261,38110
261,38111
261,38112
261,38113
261,38114
261,38115
261,38116
261,38117
261,38118
261,38119
261,38120
261,38122
261,38124
261,38125
261,38126
261,38127
261,38128
261,38130
261,38131
261,38132
261,38133
261,38134
261,38135
261,38136
261,38137
261,38141
261,38142
261,38145
261,38147
261,38148
261,38150
261,38151
261,38152
261,38157
261,38159
261,38161
261,38163
261,38165
261,38166
261,38167
261,38168
261,38173
261,38174
261,38175
261,38177
261,38181
261,38182
261,38184
261,38186
261,38187
261,38188
261,38190
261,38193
261,38194
261,38197
262,45001
263,19464
263,19465
264,63101
264,63102
264,63103
264,63104
264,63105
264,63106
264,63107
264,63108
264,63109
264,63110
264,63111
264,63112
264,63113
264,63114
264,63115
264,63116
264,63117
264,63118
264,63119
264,63120
264,63121
264,63122
264,63123
264,63124
264,63125
264,63126
264,63127
264,63128
264,63129
264,63130
264,63131
264,63132
264,63133
264,63134
264,63135
264,63136
264,63137
264,63138
264,63139
264,63140
264,63141
264,63143
264,63144
264,63145
264,63146
264,63147
264,63150
264,63151
264,63155
264,63156
264,63157
264,63158
264,63160
264,63163
264,63164
264,63166
264,63167
264,63169
264,63171
264,63177
264,63178
264,63179
264,63180
264,63182
264,63188
264,63190
264,63195
264,63196
264,63197
264,63198
264,63199
265,41360
266,52601
267,99835
268,14847
269,13901
269,13902
269,13903
269,13904
269,13905
270,23039
271,49463
272,23107
273,85117
273,85119
273,85120
273,85178
273,85217
273,85218
273,85219
273,85220
273,85278
273,85290
274,22301
274,22302
274,22303
274,22304
274,22305
274,22306
274,22307
274,22308
274,22309
274,22310
274,22311
274,22312
274,22313
274,22314
274,22315
274,22320
274,22321
274,22331
274,22332
274,22333
274,22334
274,22336
274,22350
275,54420
276,30719
276,30720
276,30721
276,30722
277,77376
278,20001
278,20002
278,20003
278,20004
278,20005
278,20006
278,20007
278,20008
278,20009
278,20010
278,20011
278,20012
278,20013
278,20015
278,20016
278,20017
278,20018
278,20019
278,20020
278,20022
278,20023
278,20024
278,20026
278,20027
278,20029
278,20030
278,20032
278,20033
278,20035
278,20036
278,20037
278,20038
278,20039
278,20040
278,20041
278,20042
278,20043
278,20044
278,20045
278,20046
278,20047
278,20049
278,20050
278,20051
278,20052
278,20053
278,20055
278,20056
278,20057
278,20058
278,20059
278,20060
278,20061
278,20062
278,20063
278,20064
278,20065
278,20066
278,20067
278,20068
278,20069
278,20070
278,20071
278,20073
278,20074
278,20075
278,20076
278,20077
278,20078
278,20080
278,20081
278,20082
278,20088
278,20090
278,20091
278,20097
278,20098
278,20201
278,20202
278,20203
278,20204
278,20206
278,20207
278,20208
278,20210
278,20211
278,20212
278,20213
278,20214
278,20215
278,20216
278,20217
278,20218
278,20219
278,20220
278,20221
278,20222
278,20223
278,20224
278,20226
278,20227
278,20228
278,20229
278,20230
278,20232
278,20233
278,20235
278,20237
278,20238
278,20239
278,20240
278,20241
278,20242
278,20244
278,20245
278,20250
278,20251
278,20252
278,20254
278,20260
278,20261
278,20262
278,20265
278,20266
278,20268
278,20270
278,20277
278,20289
278,20299
278,20301
278,20303
278,20306
278,20307
278,20310
278,20314
278,20317
278,20318
278,20319
278,20330
278,20340
278,20350
278,20355
278,20370
278,20372
278,20375
278,20380
278,20389
278,20390
278,20392
278,20393
278,20394
278,20395
278,20401
278,20402
278,20403
278,20404
278,20405
278,20406
278,20407
278,20408
278,20409
278,20410
278,20411
278,20412
278,20413
278,20414
278,20415
278,20416
278,20417
278,20418
278,20419
278,20420
278,20421
278,20422
278,20423
278,20424
278,20425
278,20426
278,20427
278,20428
278,20429
278,20431
278,20433
278,20434
278,20435
278,20436
278,20437
278,20439
278,20440
278,20441
278,20442
278,20444
278,20447
278,20451
278,20453
278,20456
278,20460
278,20463
278,20468
278,20469
278,20470
278,20472
278,20500
278,20501
278,20502
278,20503
278,20504
278,20505
278,20506
278,20507
278,20508
278,20509
278,20510
278,20511
278,20515
278,20520
278,20521
278,20522
278,20523
278,20524
278,20525
278,20526
278,20527
278,20528
278,20529
278,20530
278,20531
278,20532
278,20533
278,20534
278,20535
278,20536
278,20537
278,20538
278,20539
278,20540
278,20541
278,20542
278,20543
278,20544
278,20546
278,20547
278,20548
278,20549
278,20551
278,20552
278,20553
278,20554
278,20555
278,20557
278,20558
278,20559
278,20560
278,20565
278,20566
278,20570
278,20571
278,20572
278,20573
278,20575
278,20576
278,20577
278,20578
278,20579
278,20580
278,20581
278,20585
278,20586
278,20590
278,20591
278,20593
278,20594
278,20597
278,20599
279,6840
279,6842
280,23218
280,23219
280,23220
280,23221
280,23222
280,23223
280,23224
280,23225
280,23226
280,23227
280,23230
280,23232
280,23234
280,23235
280,23236
280,23237
280,23240
280,23241
280,23249
280,23250
280,23260
280,23261
280,23269
280,23274
280,23276
280,23278
280,23279
280,23282
280,23284
280,23285
280,23286
280,23289
280,23290
280,23291
280,23292
280,23293
280,23295
280,23297
280,23298
281,20108
281,20109
281,20110
281,20111
281,20112
281,20113
282,40372
283,11773
283,11791
284,40502
284,40503
284,40504
284,40505
284,40506
284,40507
284,40508
284,40509
284,40510
284,40511
284,40512
284,40513
284,40514
284,40515
284,40516
284,40517
284,40522
284,40523
284,40524
284,40526
284,40533
284,40536
284,40544
284,40546
284,40550
284,40555
284,40574
284,40575
284,40576
284,40577
284,40578
284,40579
284,40580
284,40581
284,40582
284,40583
284,40588
284,40591
284,40598
285,32960
